timestamp,income,maaser,cid,sha256,source,status
2025-10-13 14:24:45,212817.9,21281.79,QmaD9e3kq8HH9MRavCrJm5UKrKFvenMQXcRwcWuZG4o7Aj,d1895e3e61540335ff656664d38aaf74b3be2376b912df16370fdc205ed16ac1,ICE_ETHICS_REPORT_LIVE_20251013_1424.pdf,LIVE_ACTIVE
