BLOCK_ID,TIMESTAMP,SHA256,CID,TYPE,STATUS
ICE_CHAIN_BLOCK_009,2025-10-13T18:45:22.495755Z,b89ffa284e031f615465d85a6d4c66d07b1d0f966d10729eef5327f463bf6489,QmPDje5twZ3Ubet39bhNnyU3JbZjgj4qrgCMscj1yWf7P,FINANCE_REPORT,VERIFIED
